Title,Name,Review text,Review_Score
Tecno Camon 20 Pro 8GB 256GB | 64-megapixel primary camera | MediaTek G99 processor | 5000mAh battery | 1 Year Brand warranty,d I.,Orginal Mobile recommended to all,5
Tecno Camon 20 Pro 8GB 256GB | 64-megapixel primary camera | MediaTek G99 processor | 5000mAh battery | 1 Year Brand warranty,*0,"Excellent Product, as per ordered specifications, working perfectly . Fast & accurate delivery . Thank you Daraz & the supplier. 👍",5
Tecno Camon 20 Pro 8GB 256GB | 64-megapixel primary camera | MediaTek G99 processor | 5000mAh battery | 1 Year Brand warranty,ammad M.,Ma Sha Allah New. aur Original Mobile,5
Tecno Camon 20 Pro 8GB 256GB | 64-megapixel primary camera | MediaTek G99 processor | 5000mAh battery | 1 Year Brand warranty,d U.,"Genuine Product and Trusted Seller, Thanks",5
itel S23 6.6″ HD+ Display | Up to 16+256GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,ammad O.,Excellent mobile in this price category reviewing after one week use.,5
itel S23 6.6″ HD+ Display | Up to 16+256GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,*1,"مناسب قیمت میں شاندار موبائل. Specifications are as shown. RAM: 16, ROM:256. I strongly recommend this product. 🥰",5
itel S23 6.6″ HD+ Display | Up to 16+256GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,d S.,Good mobile in given price camera is not that crisp as I expected. Rest very good phone,5
itel S23 6.6″ HD+ Display | Up to 16+256GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,ab A.,"Mobile is Nice and beautiful in appropriate price. Recommended, I ordered second time. This time delivery from PK-DEX courier remained poor.",5
itel S23 6.6″ HD+ Display | Up to 16+256GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,a,It's very good in this price range. My son has played high graphics games on this without any lag.,5
itel S23 6.6″ HD+ Display | Up to 16+256GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,*.,Excellent thank you.,5
itel S23 6.6″ HD+ Display | Up to 16+256GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,ad S.,"screen brightness is very low, otherwise it's good value for money. It's ten times better than the expensive China phones out there in the market",5
"infinix Smart 7 HD , 2GB + 2GB Ram 64GB Rom , 6.6 Inches HD , 5000 mAh- Battery",*******84,very nice PTA prove nice bht bht Khushi hoi mobile dykh kr thanks draz,5
"infinix Smart 7 HD , 2GB + 2GB Ram 64GB Rom , 6.6 Inches HD , 5000 mAh- Battery",*.,We get it fast delivery and good item with warranty,5
"infinix Smart 7 HD , 2GB + 2GB Ram 64GB Rom , 6.6 Inches HD , 5000 mAh- Battery",.P. S.,GOOD DILIVERY TIME WAS LONG BUT ALTHOUGH GREAT,5
"infinix Smart 7 HD , 2GB + 2GB Ram 64GB Rom , 6.6 Inches HD , 5000 mAh- Battery",*5,outclass v nyc,3
"infinix Smart 7 HD , 2GB + 2GB Ram 64GB Rom , 6.6 Inches HD , 5000 mAh- Battery", ..,good mobile,5
"infinix Smart 7 HD , 2GB + 2GB Ram 64GB Rom , 6.6 Inches HD , 5000 mAh- Battery", J.,Delivery was bad,1
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,ammad S.,"Booked on 11.11.23 and delivered on 15.11.23 i.e fast delivery, original and same product i ordered. Well packaged but warranty card is not available in th box.",5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,i U.,"Very good service by seller, this is my second order. Product delivered on time and accuretly.",5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,eez,Mashallah Bohot Payra Mobile ha 😍😍 Honest seller and value for money 💰,5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,mad M.,Nice Product.,5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,ammad U.,"It was a wonderful experience and I'm satidfied with the product, its seller and delivery service, thanks daraz and thanks seller..",5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,ammad M.,Received my phone with in the advised lead time. All good and i will give 100,5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,z H.,Very good product and very good response from seller.. Very fast delivery,5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,id,BarakAllah... Excellent,5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,eed M.,I received my parcel. Excellent product for the supplier. Fast delivery.Highly recommended.,5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,.,the product was good seller is very cooperative. recommend,5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,as K.,"genuine seller, best product",5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,ammad A.,Nice,5
Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,aib H.,Alhamdulillah received my parcel with all accessories excellent 👌...,5
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",ia R.,pehli br draz sy itni mehnghi cheez li ha. i was so scared. wo b advance payment py. ak tu is me headfone include nhi. wo msla company ka ha. dusra black color order kia ta. seller ny bina pochy yh bej dia. itna issue ni h at least ak br pochna chye na? i pay 41000 for it k market sy b zada h. wo b adjustable h. phone mujy bht psnd aya isk features. clr ghlt bejny ki wja giving 4 star.,1
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",*8,"Perfect Mobile reasonable price , Delivery with in 2days Seller was good Thankyou so much",5
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",w P.,- Very good quality built - Good performance - Safely delivered - Good seller service,5
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",*7,same as shown in add. delivered safely. seller is very cooperative. thanks,5
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",bakar S.,original product and bought at a very competitive price. recommended seller,5
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",ammad I.,The quality of product is awesome. The price is very reasonable in this specs. Highly recommended.,5
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery", Y.,دو عدد ٹیکنو اسپارک 10 pro آرڈر کیا تھا، الحمدوللہ آرڈر بروقت اور صحیح سلامت موصول ہو گیا ہے، سیلر مسلسل رابطے میں رہے، شکریہ,3
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",di A.,m.a bot acha hai jaldi aya hai,3
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",f A.,A1 MashaAllah. Behtareen mobile hai. thanks to seller and daraz ❤️,5
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",*8,Color Jo mangwaya tha wo nhi Aya lkn ye bhi bhtt acha hai Thankyou Seller,3
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",em A.,honest seller maine order black colour kia tha but invertory na hone ki waja se mujse inho permission le k or colour bheja,1
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",*7,"best quality,Excellent",5
"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery",has M.,Good Product and best value for money,5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",ammad F.,Nice one receive same as pic and good packing nice seller service and PTA approve device very nice..❤❤❤,5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",ammad F.,very nice good 👍👍👍,5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",al A.,Very Nice and cooperative Seller. My Parcel received in 24 hours. Delivery Service is very Good. Overall Mobile packing is very Good.,5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",ul R.,Original product with quick delivery. Thanks,5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",*.,Very satisfied with this phone. Wanted a cheap smartphone for work and this is better than my expectations at this price. Happy with the purchase.,5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",ikh S.,v nice,5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",awar P.,100% Original Product with top safety and Timely Delivered. Thanks For Good Experience. Highly Recommend.,5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",ail R.,"Fully satisfied, a vet recommended mobile in this price range .",5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",arabbas,good mobile but unfortunately i can't avail discount vochure,1
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",ub,Excellent Communication Services by the Seller... Recommended for everyone...,5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",hallah B.,Seller Very helpful thanks daraz,5
"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery",an K.,good,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,*t,good experience as usual I received original product with brand warranty card packed and intact box 😘,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,f M.,"mobile received safely. However, packing was not so good. Its box was little pressed, but it was sealed pack. I have ordered the Samsung A04 from store names Samsung official but I received the mobile from Heaven Technologies. store name and sender store name should be same. Mobile is good and working perfectly, warranty card is not included in it, supplier informed that it can be checked online.",5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,em,The mobile phone was in best condition as it was delivered. I'm satisfied by this service and its highly recommended. My phone is working in best condition 💯✨️,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,nat R.,assalam u alikum origna samsung phone with 1 year warranty . value fo money . all functions working and tested .recomemded. android 13.0 updated🤩🤩,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,d M.,Buhut achaa mobile hy.good experience. fingerprint lock nahi hy. face lock huta hy. fast charging hy or battery 2 din chalti hy.100 charger huny k bad 15 minutes tak 100 he rahta hy. es sy zeyada tareef k leay mery pass words nahi .,1
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,eer A.,its an awesome.phone celler was also good within two days i have got it and its origional 🤩😍,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,ammad A.,Best Quality & extra ordinary quick delivery. 💯 recommended. Thanks to Daraz & seller. 👍,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,ammad M.,sir warranty card not available in parsel I am very upset reply me how can I get mobile warranty card reply me I receive mobile Friday date 27.10.2023,1
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,*.,Original product with official seal received with safe packing with in 2 days after placing order. Also got Daraz voucher discount and EMI facility from my bank. 👍 Daraz.,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,ammad K.,Delivered sealed and brand new phone as committed Received on time Thanks to the seller,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,*0,Best Quality and service but . Management lazy hai q k mene Credit Card pay ly hai instalment pay wo inhone invoice nahe bheja Alfalah Bank ko Kindly Apny Management Services ko Strong karen,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,ul M.,"Well packed, Timely delivered and same thing as mentioned with all acessories. Highly recommended. Thanks Sellers, Thanks Daraz",5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,*3,thanks Seller awesome respond behtreen delivery timing also behtreen service thanks daraz,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,ammad R.,100% original PTA approved mobile seller b good hy,5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,ikh M.,"Experience was good, delivery on time",5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,as ?.,#11.11 mashallah buhat he achi product hai daraz NO.1 app in Asia thank you daraz thank you saller❤️❤️❤️❤️❤️❤️,5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,reshahwar A.,ordered 2 phones from the seller it was recieved in pinpack condition and this one is working fine ALHAMDULILAH,5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,ammed A.,"Very good Service, Received original and geniun product. Thanks Daraz 👍",5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,uaib A.,Thank You mobile received in good packing and on time.,5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,AMMAD Y.,SELLER IS VERY GOOD....PIN PACK MOBILE..NOT OPENED..VERY HONEST SELLER. EVEN I M IN KARACHI BUT I RECOMMEND HIM.,5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,r Z.,MashAllah zabardast Product,3
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,aqas U.,Thank q to deliver on time also all things are fine,5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,*5,acha hy set jeasa mangwaya tha weas hi mila thanx,3
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,h C.,reviewing after few months product was original and genuine.,5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,akhar I.,"Nice product, Good experience to have it",5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,EEM A.,thank u daraz and seller..seller recommended,5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,ammad I.,I m happy with seller,5
Redmi 12C 4GB Ram 5000mAh Battery Fingerprint Sensor,ammad N.,very good phone,5
"Infinix Note 30 Pro , 8GB RAM 256GB ROM , 108MP Main Camera , 5000mAh Battery",*.,I'm satisfied with parcel same as shown cool product 🥰 Thanks daraz,5
"Samsung A54 5G - 6.4"" Inch Display - 8GB RAM",*5,Best seller original product thanks daraz,5
Infinix Note 30 8GB Ram 256GB Memory,ina R.,"phone is so fine , no any scratches. phone accessories bhi complete thi, also service is soo perfect.",5
Infinix Note 30 8GB Ram 256GB Memory,D T.,delivered same as shown.,3
Infinix Note 30 8GB Ram 256GB Memory,*0,nice mobile thanks saler,5
Infinix Note 30 8GB Ram 256GB Memory,aqat A.,good product recommend,5
"Redmi 12 - 6.79"" Inch Display - 8GB RAM - 128GB ROM",i U.,"Thanks Daraz and seller, excellent service same as shown in picture and producg receive in 3 days",5
"Redmi 12 - 6.79"" Inch Display - 8GB RAM - 128GB ROM",sam P.,buht pyari device h original PTA approved h thanks daraz and seller. ❤️❤️,5
"Redmi 12 - 6.79"" Inch Display - 8GB RAM - 128GB ROM",*z,original product hy A1 quality ky sath...munsab price ma... thanks,5
"Redmi 12 - 6.79"" Inch Display - 8GB RAM - 128GB ROM",hif I.,100 % okay.,5
"Redmi 12 - 6.79"" Inch Display - 8GB RAM - 128GB ROM",er I.,product is perfect,5
"Redmi 12 - 6.79"" Inch Display - 8GB RAM - 128GB ROM",W.,"The product quality is good, however the delivery service is so poor that I received my fone even after the designated delivery time with multiple complaints.",1
"Redmi 12 - 6.79"" Inch Display - 8GB RAM - 128GB ROM",ammad H.,pls also guide how to get it's warranty card,5
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,hif I.,Nice product. Supplier is supportive. But not satidfied with the delivery which was very late,5
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,ammad S.,Box quality and phone quality was 5/5 and seller is very nice delivery was before the given date 22 Nov and I received it today 19 Nov thanks daraz and this seller until now I didn't find any issue on this phone I will keep u guys updated I hope i find no I issue good luck to the seller 🫰may Allah give u success🏆💪 and this phone has bypass and reverse charging option also ❤️‍🔥❤️‍🔥❤️‍🔥,5
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,*.,We are satisfied this product and fast dekiwary,5
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,allib K.,best phone in this range but its tooo heavy,5
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,allaan,Mujy Infinix note 30 pro set lana hy jis ki vaja sa ma na ya return kia hy is ma warless charger ni,1
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,jad A.,Received in short time. Very good product. Seller is very responsive,5
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,id,Set Hang hota h..or Batry timing is bad,1
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,*3,nice mobile and timely received.,5
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,*2,amazing,5
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,f G.,satisfied,5
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",ammad A.,Aoa Jaisa bola waisa he mobile mila bohat khushi howi seller bi bohat cooperative ha jo color kaha wohi bheja thx seller market rate se kam pr mila zbrdst shabash,5
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",*6,Highly recommended beautiful Mobile thank you seller 😍,5
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",n N.,Color was different than I order. I ordered purple but got black. The box of phone was already opened. Bad experience.,1
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",hif N.,Excellent to received parcel safe anf quickly .,5
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",****940,the phone is good and service is excellent muja urgent chai tha so mena Ina Bata yeh muja jaldi chai hai so 3 din ma mobile Mera pass tha so thanks,5
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",*6,packing bohot achi thi or fast delivery thi. mobile condition pinpack he with charger and warranty card. thanks,5
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",ad,MashaAllah bht acha phone hai seller bi acha hai bs TCS walon ne delivery delay ki fsd ki bajay jhang city bej dia parcel.TCs ko improvement ki zarorat hai is sy best Pakistan post hai i think.thanks saller and daraz,5
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",air L.,Received the very next day. It's the original product. The seller is very cooperative. Price is also lower compared to market rate.,3
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",*4,Masha Allah boht acha mobile hy mujy AJ receive hua,3
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",zan S.,Authentic and original as mentioned,5
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",ik A.,Good service fast shipping,5
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",r D.,Fast delivery Nice product.,5
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",*3,Thankyou,3
"Infinix Hot 30 Play RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 16 MP + QVGA Battery Type Li-Po 6000 mAh, non-removable",hif A.,excellent,5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",M.,ma samajhta hon mobile bohat achha ha fast ha camera achha ha lakin isma apko home screen pr hi ads milna shuru ho jainga jo hr kuch seconds bad start ho jainga ye bohat annoying experience ha,5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",hzad Y.,Very satisfied....good experience.recieved in just two day's.,3
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging", G.,"Well the product itself is okay, redmi walo ne abh shodi krna shuru krdi hy na earphones dete hain na cover Beharhal agr seller ki bat ki jay to maine 2 phones order kiye thy 1 purple, 1 mint. Mint wala jo receive hoa wo graphite grey color tha or purple colour tha he nhi inky pas to wo phr change krwaya hala k jbh maine order kia tha us wakt purple available tha to asoolan inko purple he deliver krna chahiye tha. Baki receive bht late hoa approx 1 week",1
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",*.,Great new packed Phone Same like as pictures Awesome battery timing Camera result Everything is great Thank you,5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",el A.,"Good and newly packed phone, Accessories was complete and seller send the product on time.. Recommend to all!! 👍👍👍",5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",ik M.,"nice set at price, looks good, performance good,",5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",AN H.,GRATE MOBILE,3
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",*.,Delivered in time and product is good,5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",shan K.,"Beautiful phone, came in secure packaging, seller is very nice person, deals professionally, i requested for early delivery and he honor me by sending it before the delivery time 10 stars, highly recommend 🙂",5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging", G.,"bought this phone for my mother, alhamdililah she is happy and satisfied note this phone is due normal purpose use, and for normal purpose I mean using WhatsApp, YouTube , calling etc",5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",saleen,seal pack mobile received thanks to draaz.this my second order,5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",A.,💯 original packed phone Received in just 24 hour Packing was very good Same color received Recommended this phone in such a good price.,5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",*.,"Very good service, am fully satisfied",5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging", R.,"Original Phone! The seller is very nice, I ordered the wrong color but he sent me the required color, thanks to him for that favour.. ❤️",5
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",za B.,brand new phone has been delivered to me. thanks to the seller. will definitely recommend seller to my family and friends.,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,oon S.,mobile was box packed and looks very good.. let's see it's durability,3
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,ad A.,Mashallah Buht hi Achi parking he or delivery bhi fast hoi or seller ka response bhi buht acha Raha thank you.🌹,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,ima A.,totally satisfied with the service,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,id A.,original redmi mobile as for the seller is cooperative,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,ammad S.,Nice seller Received just in 01 day. 100% recommended to all to buy from Ali Communication Khanewal.,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,d M.,"same as shown, helpful and honest seller I am very happy 😊👍👍👍",5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,man,# 11.11 Fast Delivery. original cell,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,ran C.,Well packed and orignal product as always received,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,wan S.,Excellent service received before the time and quality and packing is perfect,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,han K.,Quality bht alaaa. Received wo bhi time se pehle. Recommend,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,A.,Received my order safely with quick delivery.,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,an S.,Excellent service and good packing. Recommended,5
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,*9,quick service and quality,3
Samsung Galaxy A04e 3GB+32GB,ina A.,Both Acha phone hai tanks seller thanks daraz colour b outstanding hai use main behtreen use k bàad view dy rahe thanks again,5
Samsung Galaxy A04e 3GB+32GB,boob U.,"very positive approach and was as I ordered and mobile is working good. very happy to have that thans to retailer and also to daraz. as per my expectations fingerprints senser and fast charging not available. my suggestion is to please write all specifications on ad. Dex tracking number is not working on website but phone was delivered on very 1st of expected dates between 18 July to 21 July and received on 18th of July. was surprised and happy. good response front retailer on every chat but very poor or no response from daraz chat. due to daraz no response and tracking ID status not available on website, I was afraid and confused and wanted to cancel my order if not reached on 18th of July but was surprised to have that. please improve response to have good customer experience. Thank you",5
Samsung Galaxy A04e 3GB+32GB,TI U.,It's really good 👍 Original Samsung product with best hardware and software nice screen panel and camera also According to price it is the best mobile from a brand In one sentence It is value for money device,5
Samsung Galaxy A04e 3GB+32GB,*.,"Well packed, with seal pack box. With charger.",5
Samsung Galaxy A04e 3GB+32GB,U.,"💯 % original product, 1 year online warranty",5
Samsung Galaxy A04e 3GB+32GB,lain A.,Very nice. Same as described thnx to daraz and seller,5
Samsung Galaxy A04e 3GB+32GB,rram S.,IT was Nice and origional product .... great saving. Thanks Daraz,5
Samsung Galaxy A04e 3GB+32GB,a U.,great product..delivered on time.. should have included screen protector and cover,5
